title,snippet,link
Global attention mechanism: Retain information to enhance channel-spatial interactions,"… To magnify cross-dimension interactions, we propose an attention mechanism that is … We adopt the sequential channel-spatial attention mechanism from CBAM and redesign the …",https://arxiv.org/pdf/2112.05561
A survey on attention mechanisms for medical applications: are we moving toward better Algorithms?,… reviews the use of attention mechanisms in machine learning … and potentialities of attention mechanisms presented in the … integrating process of attention mechanisms into established …,https://ieeexplore.ieee.org/iel7/6287639/9668973/09889720.pdf
STAT: Spatial-temporal attention mechanism for video captioning,"… attention mechanism suffer from the problems of recognition error and detail missing, because temporal attention mechanism … novel spatial-temporal attention mechanism (STAT) within …",https://drive.google.com/file/d/13GSjwxXpMGbYlpaxnBFG5IUJWuZ67fTK/view
Classification of hyperspectral image based on double-branch dual-attention mechanism network,"… In recent years, researchers have paid increasing attention on … double-branch dual-attention mechanism network (DBDA) for … , a channel attention block and a spatial attention block are …",https://www.mdpi.com/2072-4292/12/3/582/pdf
Bi-LSTM model to increase accuracy in text classification: Combining Word2vec CNN and attention mechanism,… attention-based Bi-LSTM+CNN hybrid model that capitalize on the advantages of LSTM and CNN with an additional attention mechanism… that the proposed hybrid attention Bi-LSTM+…,https://www.mdpi.com/2076-3417/10/17/5841/pdf
Self-supervised equivariant attention mechanism for weakly supervised semantic segmentation,"… In this paper, we propose a self-supervised equivariant attention mechanism (SEAM) to discover additional supervision and narrow the gap. Our method is based on the observation …",https://openaccess.thecvf.com/content_CVPR_2020/papers/Wang_Self-Supervised_Equivariant_Attention_Mechanism_for_Weakly_Supervised_Semantic_Segmentation_CVPR_2020_paper.pdf
Neural malware analysis with attention mechanism,"… is to exploit a CNN with the attention mechanism in order to make manual analysis efficient. … into images and then apply a CNN with the attention mechanism to the images. In doing so, …",https://www.researchgate.net/profile/Hiromu-Yakura/publication/335101933_Neural_Malware_Analysis_with_Attention_Mechanism/links/5d5a047d92851cb74c760579/Neural-Malware-Analysis-with-Attention-Mechanism.pdf
Attention on attention for image captioning,… (AoA) to image captioning in this paper; AoA is a general extension to attention mechanisms and can be applied to any of them; AoA determines the relevance between the …,http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_Attention_on_Attention_for_Image_Captioning_ICCV_2019_paper.pdf
Bidirectional Encoder Representations from Transformers (BERT): A sentiment analysis odyssey,"The purpose of the study is to investigate the relative effectiveness of four different sentiment analysis techniques:(1) unsupervised lexicon-based model using Sent WordNet;(2) traditional supervised machine learning model using logistic regression;(3) supervised deep learning model using Long Short-Term Memory (LSTM); and,(4) advanced supervised deep learning models using Bidirectional Encoder Representations from Transformers (BERT). We use publicly available labeled corpora of 50,000 movie reviews originally posted on …",https://arxiv.org/pdf/2007.01127
What does BERT learn about the structure of language?,… language structure learned by BERT. We first show that BERT’s phrasal representation captures phrase-level information in the lower layers. We also show that BERT’s intermediate …,https://inria.hal.science/hal-02131630/document
A comprehensive survey on pretrained foundation models: A history from bert to chatgpt,"Pretrained Foundation Models (PFMs) are regarded as the foundation for various downstream tasks across different data modalities. A PFM (eg, BERT, ChatGPT, GPT-4) is trained on …",https://arxiv.org/pdf/2302.09419
BERT: a review of applications in natural language processing and understanding,"… relative to the original BERT model, which is logical given that BERT is trained on a general … to use BERT for a target. For example, you can use the representation provided by BERT as …",https://arxiv.org/pdf/2103.11943
Bertje: A dutch bert model,"… a monolingual Dutch BERT model called BERTje. Compared to the multilingual BERT model, … Our pre-trained Dutch BERT model is made available at https://github.com/wietsedv/bertje. …",https://arxiv.org/pdf/1912.09582
A primer in BERTology: What we know about how BERT works,"… This paper is the first survey of over 150 studies of the popular BERT model. We review the current state of knowledge about how BERT works, what kind of information it learns and how …",https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00349/1923281/tacl_a_00349.pdf
Visualizing and understanding the effectiveness of BERT,"… trajectories of fine-tuning BERT on specific datasets. First, we … BERT is highly over-parameterized for downstream tasks. Second, the visualization results indicate that fine-tuning BERT …",https://arxiv.org/pdf/1908.05620
BERTese: Learning to speak to BERT,"… the rewriter’s output to be similar to BERT token embeddings. Moreover, we must guarantee … useful for extracting knowledge from BERT. While we experiment on BERT, our method is …",https://arxiv.org/pdf/2103.05327
Understanding the Behaviors of BERT in Ranking,"… However, on the MS MARCO passage ranking task, fine-tuning BERT and treating ranking … properties of BERT in ad hoc ranking tasks. We explore several ways to use BERT in ranking, …",https://arxiv.org/pdf/1904.07531
What does BERT with vision look at?,"… In addition to all the components of BERT, we introduce a set of visual embeddings, F, to model an image. Each f ∈ F corresponds to a bounding region in the image, derived from an …",https://aclanthology.org/2020.acl-main.469.pdf
Cogltx: Applying bert to long texts,… BERT is incapable of processing long texts due to its … The maximum length limit in BERT reminds us the limited capacity (5∼ 9 … They never appear in the same BERT input window in the …,https://proceedings.neurips.cc/paper_files/paper/2020/file/96671501524948bc3937b4b30d0e57b9-Paper.pdf
I-bert: Integer-only bert quantization,"… In this work, we propose I-BERT, a novel quantization scheme … , I-BERT performs an end-to-end integer-only BERT inference … We show that for both cases, I-BERT achieves similar (and …",http://proceedings.mlr.press/v139/kim21d/kim21d.pdf
Bert-attack: Adversarial attack against bert using bert,"… Motivated by the interesting idea of turning BERT against BERT, we propose BERT-Attack, using the original BERT model to craft adversarial samples to fool the fine-tuned BERT model…",https://arxiv.org/pdf/2004.09984
E-BERT: Efficient-yet-effective entity embeddings for BERT,"… This stands in contrast to previous entity-enhanced versions of BERT, such as ERNIE or … over original BERT, ERNIE and KnowBert. We also find that the original BERT model is overly …",https://arxiv.org/pdf/1911.03681
Vln bert: A recurrent vision-and-language bert for navigation,"… One reason for this is the difficulty adapting the BERT architecture to the partially … a recurrent BERT model that is time-aware for use in VLN. Specifically, we equip the BERT model with …",http://openaccess.thecvf.com/content/CVPR2021/papers/Hong_VLN_BERT_A_Recurrent_Vision-and-Language_BERT_for_Navigation_CVPR_2021_paper.pdf
Publicly available clinical BERT embeddings,"… al., 2015; Stubbs and Uzuner, 2015), general BERT and BioBERT outperform clinical BERT and we argue that fundamental facets of the de-ID context motivate this lack of performance. …",https://arxiv.org/pdf/1904.03323
What Does Bert Look At? An Analysis of Bert's Attention,… An Analysis of Bert’s Attention What Does Bert Look At? An Analysis of Bert’s Attention …,https://fq.pkwyx.com/default/https/aclanthology.org/W19-4828.pdf
Visualizing and measuring the geometry of BERT,"… Investigating how BERT represents syntax, we describe … show suggestive evidence that BERT distinguishes word senses at a … Our object of study is the BERT model introduced in [5]. To …",https://proceedings.neurips.cc/paper_files/paper/2019/file/159c1ffe5b61b41b3c4d8f4c2150f6c4-Paper.pdf
